"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"Tour de France",2020,"Stage 15 | Lyon - Grand Colombier","15",15,"Road race",2020-09-13,"Lyon","Grand Colombier","Mountains uphill finish",174.5,3724,390,1662,38.18,"Sprint à deux","Sprint à deux",NA
"Tour de France",2020,"Stage 16 | La Tour-du-Pin - Villard-de-Lans","16",16,"Road race",2020-09-15,"La Tour-du-Pin","Villard-de-Lans","Mountains uphill finish",164,3903,250,1662,38.91,"25 km solo","Solo",25
"Tour de France",2020,"Stage 17 | Grenoble - Méribel - Col de la Loze","17",17,"Road race",2020-09-16,"Grenoble","Méribel - Col de la Loze","Mountains uphill finish",170,4430,444,1662,35.28,"3.5 km solo","Solo",3.5
"Tour de France",2020,"Stage 18 | Méribel - La Roche-sur-Foron","18",18,"Road race",2020-09-17,"Méribel","La Roche-sur-Foron","Mountains flat finish",175,5166,314,1662,36.52,"Other","Unknown type",NA
"Tour de France",2020,"Stage 19 | Bourg-en-Bresse - Champagnole","19",19,"Road race",2020-09-18,"Bourg-en-Bresse","Champagnole","Hills flat finish",166.5,2208,77,1662,46.13,"16 km solo","Solo",16
"Tour de France",2020,"Stage 20 (ITT) | Lure - La Planche des Belles Filles","20",20,"ITT",2020-09-19,"Lure","La Planche des Belles Filles","Mountains uphill finish",36.2,962,135,1662,38.84,"Time trial","Time trial",NA
"Tour de France",2020,"Stage 21 | Mantes-la-Jolie - Paris","21",21,"Road race",2020-09-20,"Mantes-la-Jolie","Paris","Flat",122,816,11,1662,42.18,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 1 | Brest - Landerneau","1",1,"Road race",2021-06-26,"Brest","Landerneau","Hills uphill finish",197.8,2843,109,1646,42.525,"2.2 km solo","Solo",2.2
"Tour de France",2021,"Stage 2 | Perros-Guirec - Mûr-de-Bretagne Guerlédan","2",2,"Road race",2021-06-27,"Perros-Guirec","Mûr-de-Bretagne Guerlédan","Hills uphill finish",183.5,2210,102,1646,42.592,"0.75 km solo","Solo",0.75
"Tour de France",2021,"Stage 3 | Lorient - Pontivy","3",3,"Road race",2021-06-28,"Lorient","Pontivy","Hills flat finish",182.9,1534,34,1646,45.447,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 4 | Redon - Fougères","4",4,"Road race",2021-06-29,"Redon","Fougères","Flat",150.4,1404,24,1646,45.056,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 5 (ITT) | Changé - Laval Espace Mayenne","5",5,"ITT",2021-06-30,"Changé","Laval Espace Mayenne","Flat",27.2,356,17,1646,51,"Time trial","Time trial",NA
"Tour de France",2021,"Stage 6 | Tours - Châteauroux","6",6,"Road race",2021-07-01,"Tours","Châteauroux","Flat",160.4,977,5,1646,48.704,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 7 | Vierzon - Le Creusot","7",7,"Road race",2021-07-02,"Vierzon","Le Creusot","Hills flat finish",249.1,3120,146,1646,45.521,"18 km solo","Solo",18
"Tour de France",2021,"Stage 8 | Oyonnax - Le Grand-Bornand","8",8,"Road race",2021-07-03,"Oyonnax","Le Grand-Bornand","Mountains flat finish",150.8,3557,310,1646,38.554,"15.4 km solo","Solo",15.4
"Tour de France",2021,"Stage 9 | Cluses - Tignes","9",9,"Road race",2021-07-04,"Cluses","Tignes","Mountains uphill finish",144.9,4628,381,1646,32.596,"17.3 km solo","Solo",17.3
"Tour de France",2021,"Stage 10 | Albertville - Valence","10",10,"Road race",2021-07-06,"Albertville","Valence","Hills flat finish",190.7,1488,29,1646,45.027,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 11 | Sorgues - Malaucène","11",11,"Road race",2021-07-07,"Sorgues","Malaucène","Mountains flat finish",198.9,4671,282,1646,37.562,"33.1 km solo","Solo",33.1
"Tour de France",2021,"Stage 12 | Saint-Paul-Trois-Châteaux - Nîmes","12",12,"Road race",2021-07-08,"Saint-Paul-Trois-Châteaux","Nîmes","Hills flat finish",159.4,2052,52,1646,47.3,"11.8 km solo","Solo",11.8
"Tour de France",2021,"Stage 13 | Nîmes - Carcassonne","13",13,"Road race",2021-07-09,"Nîmes","Carcassonne","Hills flat finish",219.9,2023,29,1646,43.332,"Sprint of large group","Large group sprint",NA
"Tour de France",2021,"Stage 14 | Carcassonne - Quillan","14",14,"Road race",2021-07-10,"Carcassonne","Quillan","Mountains flat finish",183.7,2877,125,1646,43.01,"42.7 km solo","Solo",42.7
"Tour de France",2021,"Stage 15 | Céret - Andorra la Vella","15",15,"Road race",2021-07-11,"Céret","Andorra la Vella","Mountains flat finish",191.3,4572,234,1646,36.777,"19.5 km solo","Solo",19.5
"Tour de France",2021,"Stage 16 | El Pas de la Casa  - Saint-Gaudens","16",16,"Road race",2021-07-13,"El Pas de la Casa","Saint-Gaudens","Mountains flat finish",169,3260,177,1646,41.904,"34.6 km solo","Solo",34.6
"Tour de France",2021,"Stage 17 | Muret - Saint-Lary-Soulan (Col du Portet)","17",17,"Road race",2021-07-14,"Muret","Saint-Lary-Soulan (Col du Portet)","Mountains uphill finish",178.4,4375,450,1646,35.267,"Sprint of small group","Small group sprint",NA
"Tour de France",2021,"Stage 18 | Pau - Luz Ardiden","18",18,"Road race",2021-07-15,"Pau","Luz Ardiden","Mountains uphill finish",129.7,3561,367,1646,36.407,"0.6 km solo","Solo",0.6
"Tour de France",2021,"Stage 19 | Mourenx - Libourne","19",19,"Road race",2021-07-16,"Mourenx","Libourne","Hills flat finish",207,1181,16,1646,47.901,"26 km solo","Solo",26
"Tour de France",2021,"Stage 20 (ITT) | Libourne - Saint-Émilion","20",20,"ITT",2021-07-17,"Libourne","Saint-Émilion","Flat",30.8,246,8,1646,51.5,"Time trial","Time trial",NA
"Tour de France",2021,"Stage 21 | Chatou - Paris Champs-Élysées","21",21,"Road race",2021-07-18,"Chatou","Paris Champs-Élysées","Flat",108.4,699,14,1646,40.748,"Sprint of large group","Large group sprint",NA
"Tour de France",2022,"Stage 1 (ITT) | Copenhagen - Copenhagen","1",1,"ITT",2022-07-01,"Copenhagen","Copenhagen","Flat",13.2,21,0,1551,51.821,"Time trial","Time trial",NA
"Tour de France",2022,"Stage 2 | Roskilde - Nyborg","2",2,"Road race",2022-07-02,"Roskilde","Nyborg","Flat",202.2,1149,11,1551,44.186,"Sprint of large group","Large group sprint",NA
"Tour de France",2022,"Stage 3 | Vejle - Sønderborg","3",3,"Road race",2022-07-03,"Vejle","Sønderborg","Flat",182,1280,16,1551,43.411,"Sprint of large group","Large group sprint",NA
"Tour de France",2022,"Stage 4 | Dunkerque - Calais","4",4,"Road race",2022-07-05,"Dunkerque","Calais","Flat",171.5,1785,63,1551,42.591,"11.6 km solo","Solo",11.6
"Tour de France",2022,"Stage 5 | Lille - Wallers-Arenberg","5",5,"Road race",2022-07-06,"Lille","Wallers-Arenberg","Flat",157,601,1,1551,48.661,"Sprint of small group","Small group sprint",NA
"Tour de France",2022,"Stage 6 | Binche - Longwy","6",6,"Road race",2022-07-07,"Binche","Longwy","Hills uphill finish",219.9,2477,85,1551,49.376,"Sprint of small group","Small group sprint",NA
"Tour de France",2022,"Stage 7 | Tomblaine - La Super Planche des Belles Filles","7",7,"Road race",2022-07-08,"Tomblaine","La Super Planche des Belles Filles","Mountains uphill finish",176.3,2526,192,1551,44.321,"Sprint à deux","Sprint à deux",NA
"Tour de France",2022,"Stage 8 | Dole - Lausanne","8",8,"Road race",2022-07-09,"Dole","Lausanne","Hills uphill finish",186.3,2556,87,1551,44.164,"Sprint of small group","Small group sprint",NA
"Tour de France",2022,"Stage 9 | Aigle - Châtel les portes du Soleil","9",9,"Road race",2022-07-10,"Aigle","Châtel les portes du Soleil","Hills uphill finish",192.9,3743,223,1551,40.377,"60.5 km solo","Solo",60.5
"Tour de France",2022,"Stage 10 | Morzine - Megève","10",10,"Road race",2022-07-12,"Morzine","Megève","Mountains uphill finish",148.1,2733,143,1551,44.691,"Sprint of small group","Small group sprint",NA
"Tour de France",2022,"Stage 11 | Albertville - Col du Granon","11",11,"Road race",2022-07-13,"Albertville","Col du Granon","Mountains uphill finish",151.7,4070,400,1551,35.275,"3.9 km solo","Solo",3.9
"Tour de France",2022,"Stage 12 | Briançon - L'Alpe d'Huez","12",12,"Road race",2022-07-14,"Briançon","L'Alpe d'Huez","Mountains uphill finish",165.1,4660,389,1551,33.534,"11 km solo","Solo",11
"Tour de France",2022,"Stage 13 | Bourg d'Oisans - Saint-Etienne","13",13,"Road race",2022-07-15,"Bourg d'Oisans","Saint-Etienne","Hills flat finish",192.6,2109,78,1551,45.667,"Sprint of small group","Small group sprint",NA
"Tour de France",2022,"Stage 14 | Saint-Etienne - Mende","14",14,"Road race",2022-07-16,"Saint-Etienne","Mende","Hills flat finish",192.5,3441,170,1551,42.638,"1.9 km solo","Solo",1.9
"Tour de France",2022,"Stage 15 | Rodez - Carcassonne","15",15,"Road race",2022-07-17,"Rodez","Carcassonne","Hills flat finish",202.5,2416,64,1551,45.429,"Sprint of large group","Large group sprint",NA
"Tour de France",2022,"Stage 16 | Carcassonne - Foix","16",16,"Road race",2022-07-19,"Carcassonne","Foix","Mountains flat finish",178.5,3418,204,1551,40.602,"39 km solo","Solo",39
"Tour de France",2022,"Stage 17 | Saint-Gaudens - Peyragudes","17",17,"Road race",2022-07-20,"Saint-Gaudens","Peyragudes","Mountains uphill finish",129.7,3364,324,1551,37.806,"Sprint à deux","Sprint à deux",NA
"Tour de France",2022,"Stage 18 | Lourdes - Hautacam","18",18,"Road race",2022-07-21,"Lourdes","Hautacam","Mountains uphill finish",143.2,4036,408,1551,35.825,"3.6 km solo","Solo",3.6
"Tour de France",2022,"Stage 19 | Castelnau-Magnoac - Cahors","19",19,"Road race",2022-07-22,"Castelnau-Magnoac","Cahors","Hills uphill finish",188.3,1316,35,1551,48.684,"0.4 km solo","Solo",0.4
"Tour de France",2022,"Stage 20 (ITT) | Lacapelle-Marival - Rocamadour","20",20,"ITT",2022-07-23,"Lacapelle-Marival","Rocamadour","Hills uphill finish",40.7,434,39,1551,50.893,"Time trial","Time trial",NA
"Tour de France",2022,"Stage 21 | Paris La Défense - Paris (Champs-Élysées)","21",21,"Road race",2022-07-24,"Paris La Défense","Paris (Champs-Élysées)","Flat",115.6,748,13,1551,38.85,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 1 | Bilbao - Bilbao","1",1,"Road race",2023-07-01,"Bilbao","Bilbao","Hills uphill finish",182,3221,166,1584,41.55,"0.35 km solo","Solo",0.35
"Tour de France",2023,"Stage 2 | Vitoria-Gasteiz - San Sébastián","2",2,"Road race",2023-07-02,"Vitoria-Gasteiz","San Sébastián","Hills flat finish",208.9,2949,141,1584,43.726,"0.95 km solo","Solo",0.95
"Tour de France",2023,"Stage 3 | Amorebieta-Etxano - Bayonne","3",3,"Road race",2023-07-03,"Amorebieta-Etxano","Bayonne","Hills flat finish",193.5,2667,68,1584,40.989,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 4 | Dax - Nogaro","4",4,"Road race",2023-07-04,"Dax","Nogaro","Flat",181.8,1427,20,1584,41.09,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 5 | Pau - Laruns","5",5,"Road race",2023-07-05,"Pau","Laruns","Mountains flat finish",162.7,3652,239,1584,41.17,"20.2 km solo","Solo",20.2
"Tour de France",2023,"Stage 6 | Tarbes - Cauterets-Cambasque","6",6,"Road race",2023-07-06,"Tarbes","Cauterets-Cambasque","Mountains uphill finish",144.9,3894,310,1584,37.083,"2.7 km solo","Solo",2.7
"Tour de France",2023,"Stage 7 | Mont-de-Marsan - Bordeaux","7",7,"Road race",2023-07-07,"Mont-de-Marsan","Bordeaux","Flat",169.9,808,7,1584,45.013,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 8 | Libourne - Limoges","8",8,"Road race",2023-07-08,"Libourne","Limoges","Hills flat finish",200.7,1996,61,1584,47.704,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 9 | Saint-Léonard-de-Noblat - Puy de Dôme","9",9,"Road race",2023-07-09,"Saint-Léonard-de-Noblat","Puy de Dôme","Mountains uphill finish",182.4,3441,273,1584,42.144,"0.44 km solo","Solo",0.44
"Tour de France",2023,"Stage 10 | Vulcania - Issoire","10",10,"Road race",2023-07-11,"Vulcania","Issoire","Hills flat finish",167.2,3151,118,1584,43.136,"Sprint of small group","Small group sprint",NA
"Tour de France",2023,"Stage 11 | Clermont-Ferrand - Moulins","11",11,"Road race",2023-07-12,"Clermont-Ferrand","Moulins","Hills flat finish",179.3,1873,34,1584,44.62,"Sprint of large group","Large group sprint",NA
"Tour de France",2023,"Stage 12 | Roanne - Belleville-en-Beaujolais","12",12,"Road race",2023-07-13,"Roanne","Belleville-en-Beaujolais","Hills flat finish",168.8,3120,147,1584,43.712,"30.8 km solo","Solo",30.8
"Tour de France",2023,"Stage 13 | Châtillon-Sur-Chalaronne - Grand Colombier","13",13,"Road race",2023-07-14,"Châtillon-Sur-Chalaronne","Grand Colombier","Mountains uphill finish",137.8,2413,260,1584,41.853,"11.7 km solo","Solo",11.7
"Tour de France",2023,"Stage 14 | Annemasse - Morzine les Portes du Soleil","14",14,"Road race",2023-07-15,"Annemasse","Morzine les Portes du Soleil","Mountains flat finish",151.8,4281,308,1584,38.149,"8 km solo","Solo",8
"Tour de France",2023,"Stage 15 | Les Gets les Portes du Soleil - Saint-Gervais Mont-Blanc","15",15,"Road race",2023-07-16,"Les Gets les Portes du Soleil","Saint-Gervais Mont-Blanc","Mountains uphill finish",179,4483,335,1584,38.255,"10.8 km solo","Solo",10.8
"Tour de France",2023,"Stage 16 (ITT) | Passy - Combloux","16",16,"ITT",2023-07-18,"Passy","Combloux","Mountains uphill finish",22.4,636,109,1584,41.227,"Time trial","Time trial",NA
"Tour de France",2023,"Stage 17 | Saint-Gervais Mont-Blanc - Courchevel","17",17,"Road race",2023-07-19,"Saint-Gervais Mont-Blanc","Courchevel","Mountains flat finish",165.7,5399,445,1584,34.386,"13.1 km solo","Solo",13.1
"Tour de France",2023,"Stage 18 | Moûtiers - Bourg-en-Bresse","18",18,"Road race",2023-07-20,"Moûtiers","Bourg-en-Bresse","Flat",184.9,1216,18,1584,44.951,"Sprint of small group","Small group sprint",NA
"Tour de France",2023,"Stage 19 | Moirans-en-Montagne - Poligny","19",19,"Road race",2023-07-21,"Moirans-en-Montagne","Poligny","Hills flat finish",172.8,1934,50,1584,49.13,"Sprint of 3 riders","Small group sprint",NA
"Tour de France",2023,"Stage 20 | Belfort - Le Markstein","20",20,"Road race",2023-07-22,"Belfort","Le Markstein","Mountains flat finish",133.5,3471,303,1584,38.64,"Sprint of 5 riders","Small group sprint",NA
"Tour de France",2023,"Stage 21 | Saint-Quentin-en-Yvelines - Paris","21",21,"Road race",2023-07-23,"Saint-Quentin-en-Yvelines","Paris","Flat",115.1,577,14,1584,39.19,"Sprint of large group","Large group sprint",NA
"La Vuelta ciclista a España",1935,"Stage 1 | Madrid - Valladolid","1",1,"Road race",1935-04-29,"Madrid","Valladolid",NA,185,NA,NA,349,30.99,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 2 | Valladolid - Santander","2",2,"Road race",1935-04-30,"Valladolid","Santander",NA,251,NA,NA,349,28.76,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 3 | Santander - Bilbao","3",3,"Road race",1935-05-01,"Santander","Bilbao",NA,199,NA,NA,349,29.62,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 4 | Bilbao - San Sebastián","4",4,"Road race",1935-05-02,"Bilbao","San Sebastián",NA,235,NA,NA,349,31.42,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 5 | San Sebastián - Zaragoza","5",5,"Road race",1935-05-03,"San Sebastián","Zaragoza",NA,264,NA,NA,349,29.26,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 6 | Zaragoza - Barcelona","6",6,"Road race",1935-05-05,"Zaragoza","Barcelona",NA,310,NA,NA,349,31.03,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 7 | Barcelona - Tortosa","7",7,"Road race",1935-05-06,"Barcelona","Tortosa",NA,188,NA,NA,349,31.66,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 8 | Tortosa - Valencia","8",8,"Road race",1935-05-07,"Tortosa","Valencia",NA,188,NA,NA,349,31.48,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 9 | Valencia - Murcia","9",9,"Road race",1935-05-09,"Valencia","Murcia",NA,265,NA,NA,349,28.7,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 10 | Murcia - Granada","10",10,"Road race",1935-05-10,"Murcia","Granada",NA,285,NA,NA,349,47.72,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 11 | Granada - Sevilla","11",11,"Road race",1935-05-11,"Granada","Sevilla",NA,260,NA,NA,349,26.04,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 12 | Sevilla - Cáceres","12",12,"Road race",1935-05-13,"Sevilla","Cáceres",NA,270,NA,NA,349,26.94,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 13 | Cáceres - Zamora","13",13,"Road race",1935-05-14,"Cáceres","Zamora",NA,275,NA,NA,349,26.93,NA,NA,NA
"La Vuelta ciclista a España",1935,"Stage 14 | Zamora - Madrid","14",14,"Road race",1935-05-15,"Zamora","Madrid",NA,250,NA,NA,349,26.68,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 1 | Madrid - Salamanca","1",1,"Road race",1936-05-05,"Madrid","Salamanca",NA,210,NA,NA,283,30.94,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 2 | Salamanca - Cáceres","2",2,"Road race",1936-05-06,"Salamanca","Cáceres",NA,214,NA,NA,283,31.03,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 3 | Cáceres - Sevilla","3",3,"Road race",1936-05-07,"Cáceres","Sevilla",NA,270,NA,NA,283,28.38,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 4 | Sevilla - Málaga","4",4,"Road race",1936-05-08,"Sevilla","Málaga",NA,212,NA,NA,283,29.76,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 5 | Málaga - Granada","5",5,"Road race",1936-05-09,"Málaga","Granada",NA,132,NA,NA,283,31.22,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 6 | Granada - Almería","6",6,"Road race",1936-05-10,"Granada","Almería",NA,185,NA,NA,283,28.56,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 7 | Almería - Alicante","7",7,"Road race",1936-05-11,"Almería","Alicante",NA,306,NA,NA,283,29.06,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 8 | Alicante - Valencia","8",8,"Road race",1936-05-12,"Alicante","Valencia",NA,184,NA,NA,283,29.36,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 9 | Valencia - Tarragona","9",9,"Road race",1936-05-13,"Valencia","Tarragona",NA,279,NA,NA,283,27.92,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 10 | Tarragona - Barcelona","10",10,"Road race",1936-05-14,"Tarragona","Barcelona",NA,139,NA,NA,283,32.23,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 11 | Barcelona - Zaragoza","11",11,"Road race",1936-05-15,"Barcelona","Zaragoza",NA,293,NA,NA,283,32.03,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 12 | Zaragoza - San Sebastián","12",12,"Road race",1936-05-16,"Zaragoza","San Sebastián",NA,265,NA,NA,283,26.74,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 13 | San Sebastián - Bilbao","13",13,"Road race",1936-05-17,"San Sebastián","Bilbao",NA,160,NA,NA,283,28.72,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 14 | Bilbao - Santander","14",14,"Road race",1936-05-18,"Bilbao","Santander",NA,199,NA,NA,283,26.61,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 15 | Santander - Gijón","15",15,"Road race",1936-05-19,"Santander","Gijón",NA,194,NA,NA,283,28.09,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 16 | Gijón - Ribadeo","16",16,"Road race",1936-05-20,"Gijón","Ribadeo",NA,155,NA,NA,283,32.56,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 17 | Ribadeo - La Coruña","17",17,"Road race",1936-05-21,"Ribadeo","La Coruña",NA,157,NA,NA,283,28.01,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 18 | La Coruña - Vigo","18",18,"Road race",1936-05-22,"La Coruña","Vigo",NA,175,NA,NA,283,24.38,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 19 | Vigo - Verín","19",19,"Road race",1936-05-23,"Vigo","Verín",NA,178,NA,NA,283,28.19,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 20 | Verín - Zamora","20",20,"Road race",1936-05-24,"Verín","Zamora",NA,207,NA,NA,283,31.86,NA,NA,NA
"La Vuelta ciclista a España",1936,"Stage 21 | Zamora - Madrid","21",21,"Road race",1936-05-25,"Zamora","Madrid",NA,250,NA,NA,283,29.32,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 1 | Madrid - Salamanca","1",1,"Road race",1941-06-12,"Madrid","Salamanca",NA,210,NA,NA,373,26.67,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 2 | Salamanca - Cáceres","2",2,"Road race",1941-06-13,"Salamanca","Cáceres",NA,214,NA,NA,373,31.72,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 3 | Cáceres - Sevilla","3",3,"Road race",1941-06-14,"Cáceres","Sevilla",NA,270,NA,NA,373,27.64,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 4 | Sevilla - Málaga","4",4,"Road race",1941-06-15,"Sevilla","Málaga",NA,212,NA,NA,373,25.42,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 5 | Málaga - Almería","5",5,"Road race",1941-06-16,"Málaga","Almería",NA,220,NA,NA,373,24.39,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 6 | Almería - Murcia","6",6,"Road race",1941-06-17,"Almería","Murcia",NA,223,NA,NA,373,29.15,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 7 | Murcia - Valencia","7",7,"Road race",1941-06-18,"Murcia","Valencia",NA,248,NA,NA,373,24.48,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 8 | Valencia - Tarragona","8",8,"Road race",1941-06-19,"Valencia","Tarragona",NA,279,NA,NA,373,29.87,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 9 | Tarragona - Barcelona","9",9,"Road race",1941-06-20,"Tarragona","Barcelona",NA,97,NA,NA,373,27.19,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 10 | Barcelona - Zaragoza","10",10,"Road race",1941-06-21,"Barcelona","Zaragoza",NA,306,NA,NA,373,27.31,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 11 | Zaragoza - Logroño","11",11,"Road race",1941-06-22,"Zaragoza","Logroño",NA,174,NA,NA,373,29.26,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 12 | Logroño - San Sebastián","12",12,"Road race",1941-06-23,"Logroño","San Sebastián",NA,209,NA,NA,373,28.03,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 13 | San Sebastián - Bilbao","13",13,"Road race",1941-06-24,"San Sebastián","Bilbao",NA,160,NA,NA,373,25.35,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 14 | Bilbao - Santander","14",14,"Road race",1941-06-25,"Bilbao","Santander",NA,213,NA,NA,373,24.93,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 15a | Santander - Gijón","15a",15,"Road race",1941-06-26,"Santander","Gijón",NA,192,NA,NA,373,25.21,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 15b (ITT) | Gijón - Oviedo","15b",16,"ITT",1941-06-27,"Gijón","Oviedo",NA,53,NA,NA,373,27.9,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1941,"Stage 16 | Oviedo - Luarca","16",17,"Road race",1941-06-28,"Oviedo","Luarca",NA,101,NA,NA,373,26.58,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 17 | Luarca - La Coruña","17",18,"Road race",1941-06-29,"Luarca","La Coruña",NA,219,NA,NA,373,27.93,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 18 | La Coruña - Vigo","18",19,"Road race",1941-06-30,"La Coruña","Vigo",NA,178,NA,NA,373,23.74,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 19 | Vigo - Verín","19",20,"Road race",1941-07-01,"Vigo","Verín",NA,178,NA,NA,373,24.06,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 20 | Verín - Valladolid","20",21,"Road race",1941-07-02,"Verín","Valladolid",NA,301,NA,NA,373,22.73,NA,NA,NA
"La Vuelta ciclista a España",1941,"Stage 21 | Valladolid - Madrid","21",22,"Road race",1941-07-03,"Valladolid","Madrid",NA,198,NA,NA,373,27.77,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 1 | Madrid - Albacete","1",1,"Road race",1942-06-30,"Madrid","Albacete",NA,245,NA,NA,637,28.37,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 2 | Albacete - Murcia","2",2,"Road race",1942-07-01,"Albacete","Murcia",NA,160,NA,NA,637,29.4,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 3 | Murcia - Valencia","3",3,"Road race",1942-07-02,"Murcia","Valencia",NA,248,NA,NA,637,29.02,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 4 | Valencia - Tarragona","4",4,"Road race",1942-07-03,"Valencia","Tarragona",NA,278,NA,NA,637,30.01,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 5 | Tarragona - Barcelona","5",5,"Road race",1942-07-04,"Tarragona","Barcelona",NA,120,NA,NA,637,38.33,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 6 | Barcelona - Huesca","6",6,"Road race",1942-07-05,"Barcelona","Huesca",NA,279,NA,NA,637,27.18,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 7 | Huesca - San Sebastián","7",7,"Road race",1942-07-06,"Huesca","San Sebastián",NA,305,NA,NA,637,26.4,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 8a | San Sebastián - Bilbao","8a",8,"Road race",1942-07-07,"San Sebastián","Bilbao",NA,160,NA,NA,637,28.55,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 8b | Bilbao - Castro Urdiales","8b",9,"Road race",1942-07-07,"Bilbao","Castro Urdiales",NA,53,NA,NA,637,25.8,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 9 | Castro Urdiales - Santander","9",10,"Road race",1942-07-08,"Castro Urdiales","Santander",NA,151,NA,NA,637,25.44,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 10 | Santander - Reinosa","10",11,"Road race",1942-07-09,"Santander","Reinosa",NA,120,NA,NA,637,26.33,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 11 | Reinosa - Gijón","11",12,"Road race",1942-07-10,"Reinosa","Gijón",NA,199,NA,NA,637,24.78,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 12a | Gijón - Oviedo","12a",13,"Road race",1942-07-11,"Gijón","Oviedo",NA,75,NA,NA,637,30.83,NA,NA,NA
